date,tournament,level,bestOf,surface,indoor,speed,round,winner_name,winner_seed,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_seed,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,loser_entry,outcome,winner_entry
2005-02-14,Costa Do Sauipe,B,3,C,false,32,R32,Rafael Nadal,6,Spain,ESP,48,6,2002,Jose Acasuso,,Argentina,ARG,55,-7,1903,7-6(1) 6-3,,,
2005-02-07,Buenos Aires,B,3,C,false,46,QF,Gaston Gaudio,2,Argentina,ARG,8,8,2049,Rafael Nadal,7,Spain,ESP,48,-8,2010,0-6 6-0 6-1,,,
2005-02-07,Buenos Aires,B,3,C,false,46,R16,Rafael Nadal,7,Spain,ESP,48,4,2006,Potito Starace,,Italy,ITA,66,-6,1815,6-1 6-3,,,
2005-02-07,Buenos Aires,B,3,C,false,46,R32,Rafael Nadal,7,Spain,ESP,48,7,1999,Agustin Calleri,,Argentina,ARG,61,-8,1926,7-6(2) 6-3,,,
2005-01-17,Australian Open,G,5,H,false,51,R16,Lleyton Hewitt,3,Australia,AUS,3,5,2255,Rafael Nadal,,Spain,ESP,56,-5,2004,7-5 3-6 1-6 7-6(3) 6-2,,,
2005-01-17,Australian Open,G,5,H,false,51,R32,Rafael Nadal,,Spain,ESP,56,5,1999,Bobby Reynolds,,United States,USA,283,-10,1751,6-1 6-1 6-3,Q,,
2005-01-17,Australian Open,G,5,H,false,51,R64,Rafael Nadal,,Spain,ESP,56,15,1984,Mikhail Youzhny,15,Russian Federation,RUS,15,-14,2039,6-1 4-6 4-6 7-5 6-3,,,
2005-01-17,Australian Open,G,5,H,false,51,R128,Rafael Nadal,,Spain,ESP,56,9,1975,Julien Benneteau,,France,FRA,65,-11,1837,6-0 6-4 6-2,,,
2005-01-10,Auckland,B,3,H,false,43,R32,Dominik Hrbaty,3,Slovakia,SVK,20,10,1965,Rafael Nadal,,Spain,ESP,50,-10,1985,6-3 RET,,RET,
2005-01-03,Doha,B,3,H,false,42,QF,Ivan Ljubicic,6,Croatia,CRO,22,9,2015,Rafael Nadal,,Spain,ESP,51,-8,1993,6-2 6-7(3) 6-3,,,
2005-01-03,Doha,B,3,H,false,42,R16,Rafael Nadal,,Spain,ESP,51,7,1986,Fernando Verdasco,,Spain,ESP,36,-8,1929,6-2 6-4,,,
2005-01-03,Doha,B,3,H,false,42,R32,Rafael Nadal,,Spain,ESP,51,11,1975,Mikhail Youzhny,4,Russian Federation,RUS,16,-10,2043,6-3 7-6(3),,,
2004-12-03,Davis Cup WG,D,5,C,false,,F,Rafael Nadal,,Spain,ESP,51,21,1954,Andy Roddick,,United States,USA,2,-19,2248,6-7(6) 6-2 7-6(6) 6-2,,,
2004-10-25,Basel,B,3,P,true,74,R32,Rainer Schuettler,6,Germany,GER,23,10,1947,Rafael Nadal,,Spain,ESP,48,-10,1964,6-3 6-4,,,
2004-10-18,Madrid Masters,M,3,H,true,76,R32,Vincent Spadea,14,United States,USA,23,11,1962,Rafael Nadal,,Spain,ESP,50,-11,1975,6-4 4-6 6-3,,,
2004-10-18,Madrid Masters,M,3,H,true,76,R64,Rafael Nadal,,Spain,ESP,50,6,1969,Davide Sanguinetti,,Italy,ITA,75,-9,1829,6-2 6-1,,,
2004-10-04,Lyon,B,3,P,true,81,R32,Julien Benneteau,,France,FRA,75,18,1812,Rafael Nadal,,Spain,ESP,50,-12,1981,6-3 6-0,,,Q
2004-09-27,Palermo,B,3,C,false,30,R16,Olivier Mutis,,France,FRA,113,21,1792,Rafael Nadal,6,Spain,ESP,49,-13,1985,6-3 6-3,,,
2004-09-27,Palermo,B,3,C,false,30,R32,Rafael Nadal,6,Spain,ESP,49,3,1982,Nicolas Almagro,,Spain,ESP,99,-7,1752,6-1 7-5,Q,,
2004-09-24,Davis Cup WG,D,5,C,false,,SF,Rafael Nadal,,Spain,ESP,50,9,1972,Arnaud Clement,,France,FRA,65,-10,1911,6-4 6-1 6-2,,,
2004-08-30,US Open,G,5,H,false,57,R64,Andy Roddick,2,United States,USA,2,4,2254,Rafael Nadal,,Spain,ESP,49,-4,1986,6-0 6-3 6-4,,,
2004-08-30,US Open,G,5,H,false,57,R128,Rafael Nadal,,Spain,ESP,49,4,1982,Ivo Heuberger,,Switzerland,SUI,139,-11,1705,6-0 6-3 4-6 2-6 6-3,Q,,
2004-08-09,Sopot,B,3,C,false,34,F,Rafael Nadal,6,Spain,ESP,71,8,1974,Jose Acasuso,,Argentina,ARG,105,-9,1860,6-3 6-4,,,
2004-08-09,Sopot,B,3,C,false,34,SF,Rafael Nadal,6,Spain,ESP,71,8,1966,Felix Mantilla,,Spain,ESP,110,-9,1914,7-5 6-1,Q,,
2004-08-09,Sopot,B,3,C,false,34,QF,Rafael Nadal,6,Spain,ESP,71,8,1958,Franco Squillari,,Argentina,ARG,154,-9,1886,6-3 6-4,Q,,
2004-08-09,Sopot,B,3,C,false,34,R16,Rafael Nadal,6,Spain,ESP,71,5,1953,Arnaud Di Pasquale,,France,FRA,272,-8,1783,6-2 6-4,,,
2004-08-09,Sopot,B,3,C,false,34,R32,Rafael Nadal,6,Spain,ESP,71,6,1947,Victor Hanescu,,Romania,ROU,88,-8,1836,6-4 6-4,,,
2004-08-02,Cincinnati Masters,M,3,H,false,87,R64,Juan Ignacio Chela,17,Argentina,ARG,16,8,2015,Rafael Nadal,,Spain,ESP,71,-8,1955,6-4 4-6 7-6(3),,,
2004-07-26,Canada Masters,M,3,H,false,70,R64,Lleyton Hewitt,9,Australia,AUS,10,4,2198,Rafael Nadal,,Spain,ESP,62,-5,1960,1-6 6-4 6-2,,,
2004-07-12,Stuttgart,A,3,C,false,40,QF,David Ferrer,11,Spain,ESP,47,13,1908,Rafael Nadal,14,Spain,ESP,57,-12,1972,6-3 6-7(3) 7-5,,,
2004-07-12,Stuttgart,A,3,C,false,40,R16,Rafael Nadal,14,Spain,ESP,57,11,1961,Juan Ignacio Chela,3,Argentina,ARG,16,-11,2010,6-2 6-3,,,
2004-07-12,Stuttgart,A,3,C,false,40,R32,Rafael Nadal,14,Spain,ESP,57,4,1957,Martin Vassallo Arguello,,Argentina,ARG,132,-9,1710,7-6(4) 6-4,,,
2004-07-05,Bastad,B,3,C,false,28,QF,Gaston Gaudio,2,Argentina,ARG,11,6,2101,Rafael Nadal,,Spain,ESP,60,-6,1963,6-2 6-3,,,
2004-07-05,Bastad,B,3,C,false,28,R16,Rafael Nadal,,Spain,ESP,60,7,1956,Santiago Ventura,,Spain,ESP,142,-8,1870,6-1 6-2,Q,,
2004-07-05,Bastad,B,3,C,false,28,R32,Rafael Nadal,,Spain,ESP,60,5,1951,Jiri Vanek,,Czech Republic,CZE,147,-8,1781,4-6 6-4 6-3,LL,,
2004-04-12,Estoril,B,3,C,false,22,QF,Irakli Labadze,,Georgia,GEO,52,8,1847,Rafael Nadal,,Spain,ESP,34,-6,1958,W/O,,W/O,
2004-04-12,Estoril,B,3,C,false,22,R16,Rafael Nadal,,Spain,ESP,34,5,1953,Richard Gasquet,,France,FRA,94,-8,1789,6-4 3-6 6-2,,,
2004-04-12,Estoril,B,3,C,false,22,R32,Rafael Nadal,,Spain,ESP,34,8,1945,Goran Ivanisevic,,Croatia,CRO,505,-9,1899,6-4 6-1,,,
2004-03-22,Miami Masters,M,3,H,false,52,R16,Fernando Gonzalez,21,Chile,CHI,22,9,2028,Rafael Nadal,32,Spain,ESP,34,-8,1953,7-6(1) 4-6 6-2,,,
2004-03-22,Miami Masters,M,3,H,false,52,R32,Rafael Nadal,32,Spain,ESP,34,20,1933,Roger Federer,1,Switzerland,SUI,1,-18,2341,6-3 6-3,,,
2004-03-22,Miami Masters,M,3,H,false,52,R64,Rafael Nadal,32,Spain,ESP,34,11,1922,Goran Ivanisevic,,Croatia,CRO,592,-11,1910,6-4 RET,WC,RET,
2004-03-08,Indian Wells Masters,M,3,H,false,57,R32,Agustin Calleri,22,Argentina,ARG,23,9,1976,Rafael Nadal,,Spain,ESP,36,-10,1932,6-4 3-6 7-6(10),,,
2004-03-08,Indian Wells Masters,M,3,H,false,57,R64,Rafael Nadal,,Spain,ESP,36,12,1920,Nicolas Massu,11,Chile,CHI,12,-12,1972,6-3 1-0 RET,,RET,
2004-03-08,Indian Wells Masters,M,3,H,false,57,R128,Rafael Nadal,,Spain,ESP,36,7,1913,Lars Burgsmuller,,Germany,GER,76,-11,1772,6-2 6-3,,,
2004-03-01,Dubai,A,3,H,false,50,QF,Mikhail Youzhny,,Russian Federation,RUS,57,10,1938,Rafael Nadal,,Spain,ESP,40,-11,1924,6-2 1-6 6-1,,,
2004-03-01,Dubai,A,3,H,false,50,R16,Rafael Nadal,,Spain,ESP,40,9,1915,Olivier Rochus,,Belgium,BEL,61,-10,1871,6-3 7-5,,,
2004-03-01,Dubai,A,3,H,false,50,R32,Rafael Nadal,,Spain,ESP,40,14,1901,Max Mirnyi,,Belarus,BLR,26,-13,2022,6-3 7-6(6),,,
2004-02-09,Milan,B,3,P,true,77,R16,Mario Ancic,,Croatia,CRO,107,13,1852,Rafael Nadal,6,Spain,ESP,41,-11,1907,7-5 6-2,,,
2004-02-09,Milan,B,3,P,true,77,R32,Rafael Nadal,6,Spain,ESP,41,8,1899,Ivo Karlovic,,Croatia,CRO,67,-10,1837,7-5 6-7(5) 6-1,,,
2004-02-06,Davis Cup WG,D,5,P,true,,R16,Rafael Nadal,,Spain,ESP,40,12,1889,Radek Stepanek,,Czech Republic,CZE,49,-11,1900,7-6(2) 7-6(4) 6-3,,,
2004-02-06,Davis Cup WG,D,5,P,true,,R16,Jiri Novak,,Czech Republic,CZE,16,6,2037,Rafael Nadal,,Spain,ESP,40,-7,1896,7-6(2) 6-3 7-6(3),,,
2004-01-19,Australian Open,G,5,H,false,55,R32,Lleyton Hewitt,15,Australia,AUS,11,3,2236,Rafael Nadal,,Spain,ESP,41,-4,1903,7-6(2) 7-6(5) 6-2,,,
2004-01-19,Australian Open,G,5,H,false,55,R64,Rafael Nadal,,Spain,ESP,41,11,1892,Thierry Ascione,,France,FRA,87,-15,1794,6-4 3-6 7-5 6-1,,,
2004-01-19,Australian Open,G,5,H,false,55,R128,Rafael Nadal,,Spain,ESP,41,10,1882,Michal Tabara,,Czech Republic,CZE,215,-15,1756,6-1 6-2 6-2,Q,,
2004-01-12,Auckland,B,3,H,false,51,F,Dominik Hrbaty,,Slovakia,SVK,54,9,1976,Rafael Nadal,,Spain,ESP,48,-10,1892,4-6 6-2 7-5,,,
2004-01-12,Auckland,B,3,H,false,51,SF,Rafael Nadal,,Spain,ESP,48,18,1874,Jiri Novak,2,Czech Republic,CZE,14,-13,2055,6-1 6-3,,,
2004-01-12,Auckland,B,3,H,false,51,QF,Rafael Nadal,,Spain,ESP,48,12,1862,Gregory Carraz,,France,FRA,65,-11,1889,2-1 RET,,RET,
2004-01-12,Auckland,B,3,H,false,51,R16,Rafael Nadal,,Spain,ESP,48,10,1852,Mario Ancic,,Croatia,CRO,74,-11,1810,7-6(0) 7-6(6),Q,,
2004-01-12,Auckland,B,3,H,false,51,R32,Rafael Nadal,,Spain,ESP,48,17,1835,Sjeng Schalken,4,Netherlands,NED,16,-12,2030,7-6(2) 6-4,,,
2004-01-05,Chennai,B,3,H,false,63,R32,Thierry Ascione,,France,FRA,102,27,1722,Rafael Nadal,6,Spain,ESP,49,-15,1850,7-6(5) 6-4,,,
2003-10-20,Basel,B,3,P,true,66,R32,Feliciano Lopez,,Spain,ESP,30,6,1991,Rafael Nadal,,Spain,ESP,48,-7,1857,3-6 6-3 7-6(4),,,
2003-10-13,Madrid Masters,M,3,H,true,100,R64,Alex Corretja,,Spain,ESP,127,11,1882,Rafael Nadal,,Spain,ESP,49,-12,1869,6-2 3-6 6-4,WC,,WC
2003-10-06,Lyon,B,3,P,true,64,R32,Dominik Hrbaty,,Slovakia,SVK,62,9,1906,Rafael Nadal,,Spain,ESP,47,-9,1878,6-3 7-5,,,
2003-08-25,US Open,G,5,H,false,58,R64,Younes El Aynaoui,22,Morocco,MAR,21,9,1996,Rafael Nadal,,Spain,ESP,45,-11,1889,7-6(6) 6-3 7-6(6),,,
2003-08-25,US Open,G,5,H,false,58,R128,Rafael Nadal,,Spain,ESP,45,15,1874,Fernando Vicente,,Spain,ESP,61,-15,1857,6-4 6-3 6-3,,,
2003-07-21,Umag,B,3,C,false,32,SF,Carlos Moya,1,Spain,ESP,4,3,2144,Rafael Nadal,6,Spain,ESP,58,-4,1878,6-4 6-4,,,
2003-07-21,Umag,B,3,C,false,32,QF,Rafael Nadal,6,Spain,ESP,58,11,1867,Magnus Norman,,Sweden,SWE,86,-11,1858,6-3 6-4,,,
2003-07-21,Umag,B,3,C,false,32,R16,Rafael Nadal,6,Spain,ESP,58,9,1858,Mariano Puerta,,Argentina,ARG,100,-11,1795,6-2 6-4,,,
2003-07-21,Umag,B,3,C,false,32,R32,Rafael Nadal,6,Spain,ESP,58,9,1849,Adrian Voinea,,Romania,ROU,137,-11,1782,6-3 1-0 RET,,RET,
2003-07-14,Stuttgart,A,3,C,false,37,R32,Fernando Gonzalez,6,Chile,CHI,14,5,2030,Rafael Nadal,,Spain,ESP,56,-7,1856,6-2 3-6 6-2,,,
2003-07-14,Stuttgart,A,3,C,false,37,R64,Rafael Nadal,,Spain,ESP,56,6,1850,Philipp Petzschner,,Germany,GER,317,-14,1678,7-5 6-1,WC,,
2003-07-07,Bastad,B,3,C,false,33,QF,Nicolas Lapentti,6,Ecuador,ECU,76,8,1926,Rafael Nadal,,Spain,ESP,61,-9,1859,3-6 6-3 7-6(6),,,
2003-07-07,Bastad,B,3,C,false,33,R16,Rafael Nadal,,Spain,ESP,61,9,1850,Albert Portas,,Spain,ESP,83,-12,1766,6-0 6-4,,,
2003-07-07,Bastad,B,3,C,false,33,R32,Rafael Nadal,,Spain,ESP,61,17,1833,Younes El Aynaoui,3,Morocco,MAR,21,-12,2002,6-3 4-6 6-3,,,
2003-06-23,Wimbledon,G,5,G,false,62,R32,Paradorn Srichaphan,12,Thailand,THA,11,8,1987,Rafael Nadal,,Spain,ESP,76,-11,1844,6-4 6-4 6-2,,,
2003-06-23,Wimbledon,G,5,G,false,62,R64,Rafael Nadal,,Spain,ESP,76,12,1832,Lee Childs,,United Kingdom,GBR,489,-20,1721,6-2 6-4 6-3,WC,,
2003-06-23,Wimbledon,G,5,G,false,62,R128,Rafael Nadal,,Spain,ESP,76,19,1813,Mario Ancic,,Croatia,CRO,68,-18,1825,6-3 6-4 4-6 6-4,,,
2003-05-12,Hamburg Masters,M,3,C,false,21,R16,Gaston Gaudio,,Argentina,ARG,29,4,2061,Rafael Nadal,,Spain,ESP,87,-6,1819,6-2 6-2,Q,,
2003-05-12,Hamburg Masters,M,3,C,false,21,R32,Rafael Nadal,,Spain,ESP,87,31,1788,Carlos Moya,2,Spain,ESP,4,-18,2183,7-5 6-4,,,Q
2003-05-12,Hamburg Masters,M,3,C,false,21,R64,Rafael Nadal,,Spain,ESP,87,25,1763,Paul Henri Mathieu,,France,FRA,44,-15,1919,7-5 6-4,,,Q
2003-04-21,Barcelona,A,3,C,false,31,R32,Alex Corretja,8,Spain,ESP,17,3,2012,Rafael Nadal,,Spain,ESP,96,-7,1770,3-6 6-2 6-1,WC,,
2003-04-21,Barcelona,A,3,C,false,31,R64,Rafael Nadal,,Spain,ESP,96,19,1751,Juan Antonio Marin,,Costa Rica,CRC,137,-16,1783,6-0 RET,WC,RET,WC
2003-04-14,Monte Carlo Masters,M,3,C,false,15,R16,Guillermo Coria,,Argentina,ARG,26,3,2037,Rafael Nadal,,Spain,ESP,109,-7,1758,7-6(3) 6-2,Q,,
2003-04-14,Monte Carlo Masters,M,3,C,false,15,R32,Rafael Nadal,,Spain,ESP,109,44,1714,Albert Costa,4,Spain,ESP,7,-18,2051,7-5 6-3,,,Q
2003-04-14,Monte Carlo Masters,M,3,C,false,15,R64,Rafael Nadal,,Spain,ESP,109,63,1651,Karol Kucera,,Slovakia,SVK,49,-18,2006,6-1 6-2,,,Q
2002-04-29,Mallorca,B,3,C,false,27,R16,Olivier Rochus,,Belgium,BEL,70,6,1832,Rafael Nadal,,Spain,ESP,762,-15,1672,6-2 6-2,WC,,
2002-04-29,Mallorca,B,3,C,false,27,R32,Rafael Nadal,,Spain,ESP,762,62,1610,Ramon Delgado,,Paraguay,PAR,81,-20,1800,6-4 6-4,,,WC
